,Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Requested LMIAs,Requested Positions,Year,Date,Month,ZipCode,NOC 2016 V1.3 Code,NOC 2016 V1.3 Title,NOC 2021 V1.0 Code,NOC 2021 V1.0 Title,Teer
16188,,,,,"7284-Plasterers, drywall installers and finishers and lathers",,,1.0,2017,Unknown nega,Unknown,,7284,"Plasterers, drywall installers and finishers and lathers",73102,"Plasterers, drywall installers and finishers and lathers",3
16189,,,Uppal Bro's Construction Ltd.,"Winnipeg, MB R3S 0K5",7271-Carpenters,,,3.0,2017,Unknown nega,Unknown,R3S 0K5,7271,Carpenters,72310,Carpenters,2
16190,,   Low Wage,6251137 Manitoba Ltd.,"Shilo, MB R0K 2A0",6322-Cooks,,,1.0,2017,Unknown nega,Unknown,R0K 2A0,6322,Cooks,63200,Cooks,3
16191,,,6449434 Manitoba Ltd,"Winnipeg, MB R3T 4S5",6322-Cooks,,,1.0,2017,Unknown nega,Unknown,R3T 4S5,6322,Cooks,63200,Cooks,3
16192,,,6463968 Manitoba Ltd.,"Souris, MB R0K 2C0",6322-Cooks,,,1.0,2017,Unknown nega,Unknown,R0K 2C0,6322,Cooks,63200,Cooks,3
16193,,,6500839 Manitoba Ltd.,"Winnipeg, MB R3T 2A9",6322-Cooks,,,1.0,2017,Unknown nega,Unknown,R3T 2A9,6322,Cooks,63200,Cooks,3
16194,,,6707883 Manitoba Corporation,"Winnipeg, MB R2X 3B9",6322-Cooks,,,1.0,2017,Unknown nega,Unknown,R2X 3B9,6322,Cooks,63200,Cooks,3
16195,,,6794930 Manitoba Ltd,"Killarney, MB R0K 1G0","6711-Food counter attendants, kitchen helpers and related support occupations",,,1.0,2017,Unknown nega,Unknown,R0K 1G0,6711,"Food counter attendants, kitchen helpers and related support occupations",65201,"Food counter attendants, kitchen helpers and related support occupations",5
16196,,,AMC Pawn & Sales Co Ltd.,"Winnipeg, MB R3B 1W6","0124-Advertising, marketing and public relations managers",,,1.0,2017,Unknown nega,Unknown,R3B 1W6,0124,"Advertising, marketing and public relations managers",10022,"Advertising, marketing and public relations managers",0
16197,,,Boundary Trail Welding Inc,"Cartwright, MB R0K 0L0",7237-Welders and related machine operators,,,1.0,2017,Unknown nega,Unknown,R0K 0L0,7237,Welders and related machine operators,72106,Welders and related machine operators,2
16198,,,G3 Canada Limited,"Winnipeg, MB R3B 1B3",7452-Material handlers,,,1.0,2017,Unknown nega,Unknown,R3B 1B3,7452,Material handlers,75101,Material handlers,5
16199,,,Hanaro Investment Corporation,"Brandon, MB R7A 7L9",6311-Food service supervisors,,,1.0,2017,Unknown nega,Unknown,R7A 7L9,6311,Food service supervisors,62020,Food service supervisors,2
16200,,,House of Nanking Ltd,"Winnipeg, MB R3X 1N6",6322-Cooks,,,1.0,2017,Unknown nega,Unknown,R3X 1N6,6322,Cooks,63200,Cooks,3
16201,,,Hwy 6 Hotel Restaurant,"not specified, MB R0C 2J0",6322-Cooks,,,1.0,2017,Unknown nega,Unknown,R0C 2J0,6322,Cooks,63200,Cooks,3
16202,,,Meyer Bros Trucking Ltd.,"Winnipeg, MB R3B 1A9",6731-Light duty cleaners,,,1.0,2017,Unknown nega,Unknown,R3B 1A9,6731,Light duty cleaners,65310,Light duty cleaners,5
16203,,,Panwin Food Industries Ltd.,"Winnipeg, MB R2V 3E1",6322-Cooks,,,1.0,2017,Unknown nega,Unknown,R2V 3E1,6322,Cooks,63200,Cooks,3
16204,,  Primary Agriculture,4663943 Manitoba Ltd.,"Minnedosa, MB R0J 1E0",8431-General farm workers,,,1.0,2017,Unknown nega,Unknown,R0J 1E0,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
16205,,  Primary Agriculture,4663943 Manitoba Ltd.,"Minnedosa, MB R0J 1E0",8431-General farm workers,,,1.0,2017,Unknown nega,Unknown,R0J 1E0,8431,General farm workers,85100,Livestock labourers,5
16206,,  Primary Agriculture,4663943 Manitoba Ltd.,"Minnedosa, MB R0J 1E0",8431-General farm workers,,,1.0,2017,Unknown nega,Unknown,R0J 1E0,8431,General farm workers,85101,Harvesting labourers,5
16207,,,Bee Blossom Apiaries,"Gilbert Plains, MB R0L 0X0",8431-General farm workers,,,2.0,2017,Unknown nega,Unknown,R0L 0X0,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
16208,,,Bee Blossom Apiaries,"Gilbert Plains, MB R0L 0X0",8431-General farm workers,,,2.0,2017,Unknown nega,Unknown,R0L 0X0,8431,General farm workers,85100,Livestock labourers,5
16209,,,Bee Blossom Apiaries,"Gilbert Plains, MB R0L 0X0",8431-General farm workers,,,2.0,2017,Unknown nega,Unknown,R0L 0X0,8431,General farm workers,85101,Harvesting labourers,5
16210,,,Dufferin Market Gardens,"Carman, MB R0G 0J0",8431-General farm workers,,,17.0,2017,Unknown nega,Unknown,R0G 0J0,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
16211,,,Dufferin Market Gardens,"Carman, MB R0G 0J0",8431-General farm workers,,,17.0,2017,Unknown nega,Unknown,R0G 0J0,8431,General farm workers,85100,Livestock labourers,5
16212,,,Dufferin Market Gardens,"Carman, MB R0G 0J0",8431-General farm workers,,,17.0,2017,Unknown nega,Unknown,R0G 0J0,8431,General farm workers,85101,Harvesting labourers,5
16213,,,Durston Honey Farms Ltd.,"Dauphin, MB R7N 2T8",8431-General farm workers,,,7.0,2017,Unknown nega,Unknown,R7N 2T8,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
16214,,,Durston Honey Farms Ltd.,"Dauphin, MB R7N 2T8",8431-General farm workers,,,7.0,2017,Unknown nega,Unknown,R7N 2T8,8431,General farm workers,85100,Livestock labourers,5
16215,,,Durston Honey Farms Ltd.,"Dauphin, MB R7N 2T8",8431-General farm workers,,,7.0,2017,Unknown nega,Unknown,R7N 2T8,8431,General farm workers,85101,Harvesting labourers,5
16216,,,Hamiota Feedlot Ltd.,"Hamiota, MB R0M 0T0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2017,Unknown nega,Unknown,R0M 0T0,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",72600,"Air pilots, flight engineers and flying instructors",2
16217,,,Hamiota Feedlot Ltd.,"Hamiota, MB R0M 0T0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2017,Unknown nega,Unknown,R0M 0T0,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",82030,Agricultural service contractors and farm supervisors,2
16218,,,Hamiota Feedlot Ltd.,"Hamiota, MB R0M 0T0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2017,Unknown nega,Unknown,R0M 0T0,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",84120,Specialized livestock workers and farm machinery operators,4
16219,,,Hamiota Feedlot Ltd.,"Hamiota, MB R0M 0T0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,2.0,2017,Unknown nega,Unknown,R0M 0T0,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",85100,Livestock labourers,5
16220,,,Kroeker Farms Limited,"Winkler, MB R6W 0K7",8431-General farm workers,,,30.0,2017,Unknown nega,Unknown,R6W 0K7,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
16221,,,Kroeker Farms Limited,"Winkler, MB R6W 0K7",8431-General farm workers,,,30.0,2017,Unknown nega,Unknown,R6W 0K7,8431,General farm workers,85100,Livestock labourers,5
16222,,,Kroeker Farms Limited,"Winkler, MB R6W 0K7",8431-General farm workers,,,30.0,2017,Unknown nega,Unknown,R6W 0K7,8431,General farm workers,85101,Harvesting labourers,5
16223,,Permanent Resident Only,Custom Software Solutions Inc.,"Virden, MB R0M 2C0",2174-Computer programmers and interactive media developers,,,2.0,2017,Unknown nega,Unknown,R0M 2C0,2174,Computer programmers and interactive media developers,21230,Computer systems developers and programmers,1
16224,,Permanent Resident Only,Custom Software Solutions Inc.,"Virden, MB R0M 2C0",2174-Computer programmers and interactive media developers,,,2.0,2017,Unknown nega,Unknown,R0M 2C0,2174,Computer programmers and interactive media developers,21232,Software developers and programmers,1
16225,,Permanent Resident Only,Custom Software Solutions Inc.,"Virden, MB R0M 2C0",2174-Computer programmers and interactive media developers,,,2.0,2017,Unknown nega,Unknown,R0M 2C0,2174,Computer programmers and interactive media developers,21234,Web developers and programmers,1
16226,,,Nexus Realty Brokerage,"Brandon, MB R7A 4K1","0016-Senior managers - construction, transportation, production and utilities",,,1.0,2017,Unknown nega,Unknown,R7A 4K1,0016,"Senior managers - construction, transportation, production and utilities",00015,"Senior managers - construction, transportation, production and utilities",0
16227,Saskatchewan,    High Wage,101112955 Saskatchewan Ltd,"Saskatoon, SK S7K 2P2",3111-Specialist physicians,,,1.0,2017,Unknown nega,Unknown,S7K 2P2,3111,Specialist physicians,31100,Specialists in clinical and laboratory medicine,1
16228,Saskatchewan,    High Wage,101112955 Saskatchewan Ltd,"Saskatoon, SK S7K 2P2",3111-Specialist physicians,,,1.0,2017,Unknown nega,Unknown,S7K 2P2,3111,Specialist physicians,31101,Specialists in surgery,1
16229,Saskatchewan,    High Wage,101112955 Saskatchewan Ltd,"Saskatoon, SK S7K 2P2",3111-Specialist physicians,,,1.0,2017,Unknown nega,Unknown,S7K 2P2,3111,Specialist physicians,41310,Police investigators and other investigative occupations,1
16230,,,Equinox Home Innovations,"Saskatoon, SK S7K 8C1","7284-Plasterers, drywall installers and finishers and lathers",,,1.0,2017,Unknown nega,Unknown,S7K 8C1,7284,"Plasterers, drywall installers and finishers and lathers",73102,"Plasterers, drywall installers and finishers and lathers",3
16231,,,Hanfood International Trading Group Inc,"Regina, SK S4P 0R7","9213-Supervisors, food, beverage and associated products processing",,,1.0,2017,Unknown nega,Unknown,S4P 0R7,9213,"Supervisors, food and beverage processing",92012,"Supervisors, food and beverage processing",2
16232,,,Northern Konstar Seed Potatoes Ltd.,"Outlook, SK S0L 2N0",2221-Biological technologists and technicians,,,1.0,2017,Unknown nega,Unknown,S0L 2N0,2221,Biological technologists and technicians,22110,Biological technologists and technicians,2
16233,,,Spicy & Delish Restaurant Ltd.,"Saskatoon, SK S7H 0W5",6322-Cooks,,,2.0,2017,Unknown nega,Unknown,S7H 0W5,6322,Cooks,63200,Cooks,3
16234,,   Low Wage,101028980 Sask Ltd.,"Estevan, SK S4A 0V2","6711-Food counter attendants, kitchen helpers and related support occupations",,,1.0,2017,Unknown nega,Unknown,S4A 0V2,6711,"Food counter attendants, kitchen helpers and related support occupations",65201,"Food counter attendants, kitchen helpers and related support occupations",5
16235,,,102004506 Saskatchewan Ltd,"Paradise Hill, SK S0M 2G0",6211-Retail sales supervisors,,,1.0,2017,Unknown nega,Unknown,S0M 2G0,6211,Retail sales supervisors,62010,Retail sales supervisors,2
16236,,,,,6621-Service station attendants,,,1.0,2017,Unknown nega,Unknown,,6621,Service station attendants,65101,Service station attendants,5
16237,,,Advantage Roofing Ltd,"Saskatoon, SK S7M 0W9",7291-Roofers and shinglers,,,1.0,2017,Unknown nega,Unknown,S7M 0W9,7291,Roofers and shinglers,73110,Roofers and shinglers,3
16238,,,APM Gas Express Ltd.,"Balcarres, SK S0G 0C0",0621-Retail and wholesale trade managers,,,1.0,2017,Unknown nega,Unknown,S0G 0C0,0621,Retail and wholesale trade managers,60020,Retail and wholesale trade managers,0
16239,,  Primary Agriculture,B Strong Apiaries Limited,"Rocanville, SK S0A 3L0",8431-General farm workers,,,8.0,2017,Unknown nega,Unknown,S0A 3L0,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
16240,,  Primary Agriculture,B Strong Apiaries Limited,"Rocanville, SK S0A 3L0",8431-General farm workers,,,8.0,2017,Unknown nega,Unknown,S0A 3L0,8431,General farm workers,85100,Livestock labourers,5
16241,,  Primary Agriculture,B Strong Apiaries Limited,"Rocanville, SK S0A 3L0",8431-General farm workers,,,8.0,2017,Unknown nega,Unknown,S0A 3L0,8431,General farm workers,85101,Harvesting labourers,5
16242,,,Charteris Farms Ltd,"Kerrobert, SK S0L 1R0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2017,Unknown nega,Unknown,S0L 1R0,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",72600,"Air pilots, flight engineers and flying instructors",2
16243,,,Charteris Farms Ltd,"Kerrobert, SK S0L 1R0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2017,Unknown nega,Unknown,S0L 1R0,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",82030,Agricultural service contractors and farm supervisors,2
16244,,,Charteris Farms Ltd,"Kerrobert, SK S0L 1R0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2017,Unknown nega,Unknown,S0L 1R0,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",84120,Specialized livestock workers and farm machinery operators,4
16245,,,Charteris Farms Ltd,"Kerrobert, SK S0L 1R0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",,,1.0,2017,Unknown nega,Unknown,S0L 1R0,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",85100,Livestock labourers,5
16246,,,Double Diamond Farm Ltd,"Canwood, SK S0J 0K0",8431-General farm workers,,,3.0,2017,Unknown nega,Unknown,S0J 0K0,8431,General farm workers,84120,Specialized livestock workers and farm machinery operators,4
16247,,,Double Diamond Farm Ltd,"Canwood, SK S0J 0K0",8431-General farm workers,,,3.0,2017,Unknown nega,Unknown,S0J 0K0,8431,General farm workers,85100,Livestock labourers,5
16248,,,Double Diamond Farm Ltd,"Canwood, SK S0J 0K0",8431-General farm workers,,,3.0,2017,Unknown nega,Unknown,S0J 0K0,8431,General farm workers,85101,Harvesting labourers,5
16249,,,Spring Creek Berry Barn Inc,"Saskatoon, SK S7K 3J6",8432-Nursery and greenhouse workers,,,1.0,2017,Unknown nega,Unknown,S7K 3J6,8432,Nursery and greenhouse workers,85103,Nursery and greenhouse labourers,5
16250,Alberta,    High Wage,1355501 Alberta Ltd.,"Edmonton, AB T6E 1Z3",0621-Retail and wholesale trade managers,,,1.0,2017,Unknown nega,Unknown,T6E 1Z3,0621,Retail and wholesale trade managers,60020,Retail and wholesale trade managers,0
16251,,,1471899 Alberta Ltd.,"Edmonton, AB T5L 2H8",7272-Cabinetmakers,,,1.0,2017,Unknown nega,Unknown,T5L 2H8,7272,Cabinetmakers,72311,Cabinetmakers,2
16252,,,1485521 Alberta Ltd,"Calgary, AB T3H 5J2",0631-Restaurant and food service managers,,,1.0,2017,Unknown nega,Unknown,T3H 5J2,0631,Restaurant and food service managers,60030,Restaurant and food service managers,0
16253,,,1487016 Alberta Ltd,"Calgary, AB T2G 1K4","7301-Contractors and supervisors, mechanic trades",,,1.0,2017,Unknown nega,Unknown,T2G 1K4,7301,"Contractors and supervisors, mechanic trades",72020,"Contractors and supervisors, mechanic trades",2
16254,,,1487377 Alberta Ltd,"Calgary, AB T2R 1M4",6732-Specialized cleaners,,,1.0,2017,Unknown nega,Unknown,T2R 1M4,6732,Specialized cleaners,65311,Specialized cleaners,5
16255,,,1693338 Alberta Ltd,"Edmonton, AB T5T 4M2",0621-Retail and wholesale trade managers,,,1.0,2017,Unknown nega,Unknown,T5T 4M2,0621,Retail and wholesale trade managers,60020,Retail and wholesale trade managers,0
16256,,,1698687 Alberta Ltd,"Calgary, AB T1Y 6M6",0631-Restaurant and food service managers,,,1.0,2017,Unknown nega,Unknown,T1Y 6M6,0631,Restaurant and food service managers,60030,Restaurant and food service managers,0
16257,,,1796804 Alberta Ltd.,"Calgary, AB T2N 0G9","7284-Plasterers, drywall installers and finishers and lathers",,,2.0,2017,Unknown nega,Unknown,T2N 0G9,7284,"Plasterers, drywall installers and finishers and lathers",73102,"Plasterers, drywall installers and finishers and lathers",3
16258,,,1798529 Alberta Ltd,"Calgary, AB T2A 0V1",0621-Retail and wholesale trade managers,,,1.0,2017,Unknown nega,Unknown,T2A 0V1,0621,Retail and wholesale trade managers,60020,Retail and wholesale trade managers,0
16259,,,1836083 Alberta Ltd.,"Calgary, AB T2N 1A3",0621-Retail and wholesale trade managers,,,1.0,2017,Unknown nega,Unknown,T2N 1A3,0621,Retail and wholesale trade managers,60020,Retail and wholesale trade managers,0
16260,,,18640976 Magic Siding Ltd,"Cochrane, AB T4C 1H2","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",,,1.0,2017,Unknown nega,Unknown,T4C 1H2,7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers",72014,"Contractors and supervisors, other construction trades, installers, repairers and servicers",2
